Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,42,4,2,2,3495,1427,2068,0.563,4466,85,0.889,0.408
Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,30,6,1,1,3124,0,3124,0.879,4986,79,0.795,0
Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,36,2,2,3,4953,2039,2914,0.68,4026,53,0.828,0.412
Existing Customer,27,F,1,College,Married,Less than $40K,Blue,20,5,3,3,1893,0,1893,0.691,5176,91,0.784,0
Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,30,2,2,1,2232,1163,1069,0.557,4185,80,0.778,0.521
Existing Customer,52,F,1,Post-Graduate,Single,$40K - $60K,Blue,48,1,5,3,1766,0,1766,0.769,4643,76,0.617,0
Existing Customer,59,M,0,High School,Single,Less than $40K,Blue,44,2,1,1,3790,1149,2641,0.597,4455,85,0.604,0.303
Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,43,2,3,1,2559,1514,1045,0.57,4117,69,0.643,0.592
Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,36,1,2,3,2473,1675,798,0.648,4203,73,0.872,0.677
Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,2,3,1,4022,1680,2342,0.579,3776,84,0.826,0.418
Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,36,1,2,3,3510,941,2569,0.717,4833,77,0.75,0.268
Attrited Customer,57,F,3,High School,Single,Less than $40K,Blue,36,4,3,3,2347,1900,447,0.845,2447,47,0.621,0.81
Attrited Customer,56,F,3,Unknown,Single,Less than $40K,Blue,39,1,3,4,1632,0,1632,0.621,2509,47,0.424,0
Attrited Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,36,4,2,4,1522,0,1522,0.482,2241,36,0.8,0
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,25,2,1,1,2085,1528,557,0.664,3805,79,0.795,0.733
Existing Customer,60,F,1,Doctorate,Single,Unknown,Blue,47,1,1,1,3803,1448,2355,0.565,4575,78,0.592,0.381
Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,38,2,2,3,3165,2517,648,0.748,2751,49,1.042,0.795
Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,46,2,3,2,4628,2327,2301,0.611,4226,92,0.736,0.503
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,36,2,2,2,2253,1981,272,0.55,4758,81,0.723,0.879
Attrited Customer,49,F,3,Uneducated,Single,$40K - $60K,Blue,38,1,2,3,2655,2283,372,0.751,2386,49,0.485,0.86
Existing Customer,41,M,2,College,Married,$80K - $120K,Blue,31,1,1,3,3306,706,2600,0.814,4772,76,0.9,0.214
Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,37,2,1,2,2052,0,2052,0.77,4289,72,0.674,0
Existing Customer,53,F,2,College,Unknown,Less than $40K,Blue,37,2,3,2,2081,1342,739,1.06,4428,80,0.778,0.645
Existing Customer,53,F,1,Graduate,Married,Unknown,Blue,42,2,1,3,4637,0,4637,0.709,4583,86,0.911,0
Existing Customer,38,F,2,College,Married,Less than $40K,Blue,33,1,3,2,3420,1405,2015,0.843,4267,75,0.596,0.411
Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,19,2,1,2,3416,1109,2307,0.783,4614,70,1,0.325
Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,36,2,1,1,2171,1043,1128,0.7,4531,88,0.833,0.48
Existing Customer,57,F,3,Graduate,Unknown,$40K - $60K,Blue,46,2,2,2,2791,1550,1241,0.672,5440,83,0.66,0.555
Existing Customer,32,F,0,Unknown,Single,Less than $40K,Blue,17,1,2,1,4445,1080,3365,0.84,5373,87,0.776,0.243
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,38,2,2,2,1530,0,1530,0.642,5138,84,0.68,0
Existing Customer,38,F,2,College,Married,Unknown,Blue,29,2,1,0,3809,1172,2637,0.9,4314,81,0.976,0.308
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,40,1,3,3,3520,2149,1371,0.539,3630,78,0.696,0.611
Attrited Customer,41,F,2,Doctorate,Married,$40K - $60K,Blue,33,1,3,3,1604,0,1604,0.644,2264,47,0.516,0
Attrited Customer,54,F,1,Graduate,Married,$40K - $60K,Blue,46,6,4,3,1632,351,1281,0.721,2532,43,0.483,0.215
Existing Customer,46,M,5,College,Married,$40K - $60K,Blue,41,1,3,2,3914,1683,2231,0.636,4242,64,0.73,0.43
Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,27,1,2,3,2328,1953,375,0.599,4373,89,0.935,0.839
Existing Customer,45,F,5,Unknown,Single,Less than $40K,Blue,36,2,2,3,3883,847,3036,0.951,4667,90,0.8,0.218
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,41,1,4,3,3229,2517,712,0.622,4526,95,0.638,0.779
Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,32,2,1,3,3080,1776,1304,0.973,5097,77,0.833,0.577
Existing Customer,38,F,2,College,Single,Less than $40K,Blue,33,2,1,2,2569,1288,1281,1.009,4126,56,0.931,0.501
Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,36,1,1,3,4517,2238,2279,0.625,4686,81,0.761,0.495
Attrited Customer,46,F,4,Doctorate,Single,Less than $40K,Blue,36,2,2,3,2292,0,2292,0.568,2595,31,0.409,0
Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,42,2,3,3,2510,1928,582,1.043,4943,70,0.489,0.768
Attrited Customer,40,M,3,High School,Unknown,Less than $40K,Blue,33,1,3,4,2420,191,2229,0.818,2478,43,0.433,0.079
Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,16,2,1,2,2703,0,2703,0.882,2752,43,0.433,0
Existing Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,36,2,3,1,3047,2139,908,0.842,4961,85,0.635,0.702
Existing Customer,46,F,2,College,Married,$40K - $60K,Blue,34,2,1,3,1441,642,799,0.563,4894,84,0.826,0.446
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,2,2999,1817,1182,0.678,5119,83,0.766,0.606
Attrited Customer,51,F,3,College,Married,$40K - $60K,Blue,36,2,3,3,4762,0,4762,0.526,2811,52,0.3,0
Existing Customer,40,M,3,College,Unknown,$40K - $60K,Blue,30,2,2,2,4802,1701,3101,0.532,4821,66,0.65,0.354
Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,39,2,3,1,2268,651,1617,0.717,5016,88,0.66,0.287
Existing Customer,39,F,4,Unknown,Married,Unknown,Blue,21,2,3,2,1827,0,1827,0.563,4207,86,0.792,0
Existing Customer,47,F,3,Doctorate,Unknown,Unknown,Blue,38,1,3,2,4072,1594,2478,0.678,4317,83,0.886,0.391
Existing Customer,31,F,1,High School,Divorced,Less than $40K,Blue,25,2,1,3,1984,0,1984,1.05,4794,73,0.921,0
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,36,2,2,2,1588,1506,82,0.615,4660,68,0.619,0.948
Existing Customer,47,M,2,High School,Single,$40K - $60K,Blue,27,2,3,2,1536,0,1536,0.913,4643,89,0.745,0
Existing Customer,35,F,1,High School,Unknown,Unknown,Blue,36,2,3,2,4460,0,4460,0.916,5473,79,0.756,0
Attrited Customer,48,M,3,College,Married,$80K - $120K,Blue,41,2,3,3,3430,2517,913,0.869,2639,46,0.643,0.734
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,38,1,3,2,1759,1345,414,0.61,4351,81,0.688,0.765
Attrited Customer,58,F,2,Unknown,Divorced,$40K - $60K,Blue,47,1,4,3,2295,0,2295,0.376,2140,40,0.429,0
Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,29,1,3,2,1843,1802,41,0.762,5199,73,0.738,0.978
Existing Customer,49,M,3,College,Divorced,$40K - $60K,Blue,31,2,3,1,2181,1218,963,0.758,4997,89,0.712,0.558
Attrited Customer,47,M,2,High School,Single,$80K - $120K,Blue,36,4,3,5,4754,0,4754,0.618,2607,41,0.367,0
Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,36,1,2,3,4255,1729,2526,0.55,3607,75,0.471,0.406
Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,53,1,3,2,3029,2214,815,0.7,4750,89,0.978,0.731
Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,44,1,2,1,3318,2349,969,0.883,4905,80,0.739,0.708
Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,39,6,3,3,1791,0,1791,0.735,2771,36,0.5,0
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,35,1,3,2,1620,771,849,0.675,4387,91,0.655,0.476
Existing Customer,58,F,1,College,Single,Less than $40K,Blue,46,1,5,1,1552,0,1552,0.762,4731,71,0.651,0
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,41,1,2,3,3472,2517,955,0.75,4520,84,0.68,0.725
Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,51,1,4,4,4257,2517,1740,0.703,2828,50,1.083,0.591
Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,29,2,3,3,3422,0,3422,0.506,4486,74,0.682,0
Existing Customer,45,F,1,Graduate,Single,Less than $40K,Blue,35,1,1,3,4977,1411,3566,0.652,4182,85,0.848,0.284
Existing Customer,40,F,1,Unknown,Married,Unknown,Blue,26,2,3,1,3369,756,2613,0.446,4501,96,0.714,0.224
Existing Customer,48,F,5,Uneducated,Single,$40K - $60K,Blue,38,1,2,3,2446,1461,985,0.86,4610,78,0.773,0.597
Attrited Customer,45,M,5,College,Married,$60K - $80K,Blue,39,2,3,3,3439,0,3439,0.825,2661,35,0.296,0
Existing Customer,56,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,2,1,1,3005,1660,1345,0.88,4586,72,0.756,0.552
Existing Customer,50,F,5,Graduate,Married,Less than $40K,Blue,30,1,3,2,2033,841,1192,0.717,4360,95,0.696,0.414
Existing Customer,53,F,4,Graduate,Unknown,Less than $40K,Blue,39,2,3,2,2415,1643,772,0.964,5063,78,0.733,0.68
Attrited Customer,40,M,4,Unknown,Divorced,$60K - $80K,Blue,27,2,2,3,5051,0,5051,0.588,2137,45,0.552,0
Existing Customer,49,M,4,High School,Married,Unknown,Blue,32,2,1,3,3519,1336,2183,0.506,3552,68,0.619,0.38
Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,36,2,1,3,1853,1314,539,0.925,5331,79,0.612,0.709
Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,36,2,3,3,1895,0,1895,0.736,2472,40,0.429,0
Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,43,1,2,2,2041,1158,883,0.563,3588,63,0.432,0.567
Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,36,1,3,2,1572,985,587,0.745,4148,54,0.862,0.627
Existing Customer,48,F,4,High School,Married,Unknown,Blue,38,2,3,1,3187,1937,1250,0.77,5111,90,0.667,0.608
Existing Customer,50,F,4,High School,Single,Less than $40K,Blue,42,2,1,2,1460,0,1460,0.682,4265,63,0.615,0
Existing Customer,56,F,0,College,Married,Less than $40K,Blue,38,1,1,2,2143,1194,949,0.49,4684,82,0.907,0.557
Existing Customer,59,F,0,College,Single,Less than $40K,Blue,40,1,3,3,3297,0,3297,0.861,4783,91,0.685,0
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,36,1,3,1,2816,2517,299,0.742,4817,87,0.776,0.894
Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,48,6,6,3,2370,1166,1204,0.562,2164,45,0.607,0.492
Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,31,1,3,4,1678,0,1678,0.676,2475,61,0.694,0
Attrited Customer,36,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,3,1493,0,1493,0.721,2516,63,0.575,0
Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,32,2,2,3,2350,1272,1078,0.873,4647,86,0.911,0.541
Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,36,5,3,5,2690,1614,1076,0.513,2272,57,0.541,0.6
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36,1,1,1,3173,1822,1351,0.801,4883,71,0.614,0.574
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,32,2,3,1,2890,1392,1498,0.736,4233,77,0.791,0.482
Attrited Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,3,4,3313,0,3313,0.561,2135,44,0.419,0
Existing Customer,40,F,4,Graduate,Single,$40K - $60K,Blue,27,2,2,2,2625,1594,1031,0.544,2480,47,0.567,0.607
Existing Customer,44,F,2,Unknown,Married,$40K - $60K,Blue,36,1,1,1,1834,0,1834,0.618,5402,87,0.611,0
Existing Customer,43,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,2,3226,2145,1081,0.644,5066,75,0.786,0.665
Existing Customer,56,M,4,Unknown,Married,$60K - $80K,Blue,47,1,1,3,3426,1841,1585,0.734,4268,81,0.8,0.537
Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,43,2,3,2,2174,785,1389,0.657,3890,78,0.66,0.361
Existing Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,36,2,3,1,3959,0,3959,0.806,4935,92,0.804,0
Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,42,1,3,1,2215,1347,868,0.655,4656,72,0.636,0.608
Existing Customer,47,F,3,Uneducated,Unknown,Less than $40K,Blue,29,2,2,3,2814,1595,1219,0.658,4766,87,0.582,0.567
Existing Customer,44,F,3,College,Single,Unknown,Blue,40,2,1,3,3269,0,3269,0.797,5022,85,0.771,0
Existing Customer,42,F,2,High School,Single,Less than $40K,Blue,23,2,2,3,3172,1160,2012,0.588,4163,83,0.804,0.366
Attrited Customer,54,F,3,High School,Married,Less than $40K,Blue,38,2,2,4,2452,1012,1440,0.46,2398,29,0.318,0.413
Existing Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,30,2,1,2,5070,0,5070,0.536,4644,85,0.771,0
Existing Customer,56,M,2,Graduate,Single,$40K - $60K,Blue,51,1,3,1,1466,723,743,0.793,5110,86,0.593,0.493
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,37,1,3,3,2427,2362,65,0.67,4663,85,0.771,0.973
Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,31,2,2,3,4553,1538,3015,0.514,4999,95,0.557,0.338
Existing Customer,55,F,1,Post-Graduate,Married,Unknown,Blue,42,1,3,3,2953,1896,1057,0.81,4644,79,0.612,0.642
Attrited Customer,39,F,2,Unknown,Unknown,$40K - $60K,Blue,28,1,2,3,4363,0,4363,0.714,2596,48,0.846,0
Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,45,1,3,2,1894,0,1894,0.731,5750,73,0.872,0
Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,40,1,2,1,2097,1255,842,0.61,4189,83,0.976,0.598
Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,36,1,1,1,1983,989,994,0.726,5065,80,0.667,0.499
Existing Customer,50,F,1,Unknown,Unknown,Less than $40K,Blue,42,1,1,2,2210,1539,671,0.843,4937,75,0.974,0.696
Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3,2,3336,1687,1649,0.645,5577,95,0.759,0.506
Existing Customer,34,F,2,Post-Graduate,Married,Less than $40K,Blue,27,2,3,3,1726,1398,328,1.009,5228,68,0.7,0.81
Existing Customer,45,F,3,Doctorate,Single,Less than $40K,Blue,27,1,6,3,2917,1523,1394,0.724,4878,92,0.804,0.522
Attrited Customer,39,F,3,Uneducated,Married,Unknown,Blue,30,6,3,4,3023,1348,1675,0.358,2219,44,0.63,0.446
Existing Customer,49,M,2,Doctorate,Married,$40K - $60K,Blue,31,2,2,2,1915,1545,370,0.775,3911,80,0.778,0.807
Existing Customer,43,M,3,Graduate,Unknown,$40K - $60K,Blue,36,2,3,3,4878,2098,2780,0.665,5021,84,0.68,0.43
Existing Customer,41,F,3,College,Married,Less than $40K,Blue,35,2,1,2,2066,1542,524,0.71,4887,76,0.617,0.746
Existing Customer,53,F,1,High School,Married,$40K - $60K,Blue,39,2,3,3,2164,1115,1049,0.624,4341,69,0.643,0.515
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,24,2,2,1,1484,0,1484,0.532,4838,81,0.929,0
Existing Customer,45,M,2,College,Unknown,$40K - $60K,Blue,36,1,1,1,4718,1591,3127,0.927,4598,80,1,0.337
Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,28,2,2,0,2275,1265,1010,0.755,5626,77,1.081,0.556
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,43,1,3,3,3683,1039,2644,0.595,4684,86,0.755,0.282
Existing Customer,38,F,1,High School,Divorced,Less than $40K,Blue,30,2,3,2,2722,1303,1419,0.391,4488,88,0.833,0.479
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,36,2,3,3,2072,1499,573,0.598,4091,71,0.651,0.723
Existing Customer,39,F,4,Unknown,Married,$40K - $60K,Blue,28,2,3,2,2725,2302,423,0.876,4714,81,0.8,0.845
Existing Customer,47,F,5,Unknown,Married,Unknown,Blue,41,1,2,3,2675,1999,676,0.679,4138,64,0.561,0.747
Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,41,1,2,2,2841,1807,1034,0.573,4144,73,0.78,0.636
Existing Customer,33,F,1,Uneducated,Married,Less than $40K,Blue,23,2,2,3,1830,1777,53,0.639,5271,76,0.854,0.971
Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,31,2,1,3,2360,1204,1156,0.539,3696,82,0.822,0.51
Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,35,2,3,2,3717,1882,1835,0.796,4667,91,0.82,0.506
Existing Customer,42,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,2,1,1,2289,1195,1094,0.651,4955,83,0.627,0.522
Existing Customer,40,M,1,Unknown,Married,$60K - $80K,Blue,27,1,3,3,2276,1372,904,0.564,4159,67,0.718,0.603
Existing Customer,43,F,4,Graduate,Unknown,$40K - $60K,Blue,31,2,3,3,4091,1108,2983,0.774,5244,87,0.706,0.271
Existing Customer,45,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,3,3798,1570,2228,0.916,4512,80,0.778,0.413
Existing Customer,47,F,5,Unknown,Married,Less than $40K,Blue,42,1,2,1,1778,822,956,0.68,4189,80,0.667,0.462
Attrited Customer,38,F,3,High School,Single,Less than $40K,Blue,26,2,3,0,2920,2426,494,0.983,2750,41,0.367,0.831
Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Blue,43,5,3,3,1938,0,1938,0.612,2870,49,0.75,0
Existing Customer,62,F,1,College,Divorced,Less than $40K,Blue,51,1,3,3,4049,1685,2364,0.597,3908,80,0.702,0.416
Existing Customer,51,M,4,Doctorate,Married,$60K - $80K,Blue,36,2,1,2,3451,2006,1445,0.555,4097,67,0.763,0.581
Existing Customer,49,F,0,Post-Graduate,Single,Less than $40K,Blue,43,1,3,1,2481,1568,913,0.537,4466,69,0.533,0.632
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,53,1,3,3,2415,2050,365,0.499,4479,71,0.69,0.849
Existing Customer,41,F,4,High School,Married,Less than $40K,Blue,29,2,2,2,2601,1861,740,0.794,5111,83,0.66,0.715
Existing Customer,48,F,4,High School,Married,Unknown,Blue,44,1,2,1,2625,2517,108,0.702,4378,81,0.884,0.959
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,40,2,3,2,3698,0,3698,0.811,3763,82,0.864,0
Existing Customer,45,F,4,College,Unknown,Less than $40K,Blue,40,1,2,1,1795,1058,737,0.778,5575,73,0.738,0.589
Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,32,2,2,2,1933,1127,806,0.705,4833,71,0.69,0.583
Existing Customer,30,F,0,Unknown,Single,Less than $40K,Blue,36,1,1,1,2367,1220,1147,1.04,5568,90,0.957,0.515
Existing Customer,60,F,2,Graduate,Married,Less than $40K,Blue,36,1,2,2,3239,2356,883,0.621,4621,91,0.75,0.727
Existing Customer,52,F,1,Unknown,Married,Less than $40K,Blue,36,1,1,3,3040,2517,523,0.774,4608,61,1.033,0.828
Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,32,2,1,3,3680,683,2997,0.85,4835,77,0.75,0.186
Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,37,1,1,1,1787,0,1787,0.609,3912,79,0.975,0
Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,36,2,3,1,4752,2437,2315,0.601,3946,63,0.75,0.513
Attrited Customer,46,F,3,Uneducated,Single,Unknown,Blue,35,2,3,3,1706,0,1706,0.726,2320,42,0.448,0
Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,31,2,3,3,3764,1780,1984,0.79,4898,80,0.667,0.473
Existing Customer,39,F,2,Doctorate,Divorced,Less than $40K,Blue,32,1,2,2,3554,747,2807,0.621,5152,90,0.765,0.21
Existing Customer,44,F,2,High School,Unknown,Less than $40K,Blue,29,2,3,1,3170,2330,840,0.858,5357,91,0.978,0.735
Existing Customer,49,F,2,Uneducated,Single,Unknown,Blue,40,2,3,1,2464,1601,863,0.649,4739,86,0.792,0.65
Existing Customer,41,M,4,High School,Single,Less than $40K,Blue,21,2,3,1,3429,1504,1925,0.601,4015,76,1,0.439
Existing Customer,50,M,2,Graduate,Married,$60K - $80K,Blue,45,2,1,0,2021,1578,443,0.761,5298,71,0.919,0.781
Existing Customer,54,F,4,College,Married,Less than $40K,Blue,41,1,5,2,2444,1313,1131,0.689,4609,61,0.794,0.537
Existing Customer,39,F,1,High School,Married,Unknown,Blue,36,1,3,2,2751,1158,1593,0.821,4861,82,0.822,0.421
Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,43,2,2,2,2107,1663,444,0.712,4841,88,0.725,0.789
Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,39,2,2,1,2029,1074,955,0.514,4802,90,0.8,0.529
Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,41,1,3,3,4607,0,4607,0.898,4793,88,0.63,0
Existing Customer,54,F,2,High School,Married,Unknown,Blue,47,2,3,3,1997,0,1997,0.825,4961,82,0.783,0
Existing Customer,40,F,5,College,Married,$40K - $60K,Blue,36,2,3,2,3144,1787,1357,0.685,4758,67,0.558,0.568
Existing Customer,47,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,40,2,2,3,2725,1851,874,0.687,4904,85,0.7,0.679
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,36,2,2,3,1874,994,880,0.713,4194,78,0.857,0.53
Existing Customer,35,F,4,Uneducated,Married,Unknown,Blue,25,2,3,2,3379,587,2792,0.67,5121,80,0.702,0.174
Existing Customer,48,F,3,Unknown,Married,$40K - $60K,Blue,36,1,6,2,2804,1057,1747,0.576,5033,81,0.8,0.377
Attrited Customer,41,F,3,Doctorate,Single,Unknown,Blue,36,2,3,6,2246,0,2246,0.725,3607,51,0.821,0
Existing Customer,42,F,4,Uneducated,Single,Unknown,Blue,36,1,4,1,2875,1892,983,0.75,4577,81,0.688,0.658
Existing Customer,51,F,1,Unknown,Married,Unknown,Blue,35,1,2,3,3668,0,3668,0.655,4753,87,0.812,0
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,36,2,3,3,2853,2517,336,0.595,4971,65,0.757,0.882
Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,41,2,2,2,2382,1419,963,0.78,4563,89,0.712,0.596
Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,1,2830,1779,1051,0.883,4854,74,0.947,0.629
Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,45,1,1,3,3705,2168,1537,0.662,4452,89,0.894,0.585
Attrited Customer,49,F,3,Graduate,Single,Less than $40K,Blue,43,6,3,4,1675,0,1675,0.76,2622,53,0.71,0
Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,2,3,3,1439,0,1439,0.638,5047,79,0.837,0
Existing Customer,54,F,3,Unknown,Single,$40K - $60K,Blue,41,1,3,2,4440,0,4440,0.639,3720,89,0.894,0
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,44,1,1,1,2563,1765,798,0.857,4515,77,0.925,0.689
Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,33,1,3,0,1896,1738,158,0.647,4588,75,0.923,0.917
Attrited Customer,39,F,3,Unknown,Married,Less than $40K,Blue,26,5,2,5,2190,0,2190,0.691,2338,40,0.6,0
Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,44,1,1,3,2596,1929,667,0.609,4726,87,0.812,0.743
Attrited Customer,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,4196,561,3635,0.741,2558,38,0.652,0.134
Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,25,2,3,3,1616,966,650,0.647,4774,74,0.805,0.598
Attrited Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2477,0,2477,0.445,2037,43,0.387,0
Existing Customer,38,F,3,High School,Single,$40K - $60K,Blue,25,1,1,2,3040,1908,1132,0.758,5616,73,0.659,0.628
Attrited Customer,41,M,3,Unknown,Single,$60K - $80K,Blue,32,1,3,3,4697,1046,3651,0.313,1679,29,0.318,0.223
Existing Customer,51,M,4,College,Married,$40K - $60K,Blue,36,2,3,1,4436,2222,2214,0.731,4460,85,0.771,0.501
Existing Customer,38,F,3,College,Married,Less than $40K,Blue,36,1,2,3,3297,1554,1743,0.605,4636,86,0.72,0.471
Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,36,2,2,2,1621,1046,575,0.729,5247,84,0.615,0.645
Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,38,1,3,3,2305,1173,1132,0.818,5106,74,0.762,0.509
Attrited Customer,41,M,3,Unknown,Single,$80K - $120K,Blue,32,1,3,4,4742,2221,2521,0.464,2422,41,0.464,0.468
Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,36,2,1,1,3168,2147,1021,0.663,4674,71,0.821,0.678
Existing Customer,37,F,3,College,Married,Less than $40K,Blue,27,2,1,3,2939,1388,1551,0.69,5076,84,0.826,0.472
Existing Customer,44,F,1,High School,Divorced,Less than $40K,Blue,32,1,1,2,2724,1288,1436,0.613,4171,75,1.206,0.473
Existing Customer,45,M,2,High School,Unknown,$60K - $80K,Blue,32,1,2,3,1870,0,1870,0.761,4891,65,0.806,0
Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,46,2,4,3,4629,710,3919,0.788,2877,49,0.581,0.153
Attrited Customer,36,F,3,Unknown,Single,Less than $40K,Blue,36,4,3,0,1558,261,1297,0.775,2424,40,0.6,0.168
Existing Customer,41,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2,6,2,4451,0,4451,0.726,4456,75,0.974,0
Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,36,1,2,1,2761,1950,811,0.582,4510,88,0.66,0.706
Existing Customer,38,F,1,High School,Single,$40K - $60K,Blue,36,1,2,3,2148,1103,1045,0.602,4711,64,0.882,0.514
Existing Customer,49,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,3,3,2485,1648,837,0.595,4208,71,0.919,0.663
